iter	MultiClass
214	0.3991791552
215	0.3990976482
216	0.3990175571
217	0.3989349319
218	0.3988760701
219	0.3987391573
220	0.3986441258
221	0.3985484005
222	0.3984433634
223	0.3983781801
224	0.3983278653
225	0.3981796139
226	0.398099055
227	0.3980325943
228	0.3979715849
229	0.3979196707
230	0.3977712105
231	0.397715697
232	0.3976628236
233	0.3975860446
234	0.3975145608
235	0.397413575
236	0.3972530367
237	0.3971861459
238	0.3970997102
239	0.3970071109
240	0.3969457419
241	0.39685917
242	0.3967960372
243	0.3967322196
244	0.3966741943
245	0.3966059591
246	0.3965286901
247	0.3964741105
248	0.3964147631
249	0.3963148539
250	0.396244018
251	0.3961875036
252	0.3960640724
253	0.3960079036
254	0.3959526344
255	0.3958976443
256	0.3957972438
257	0.395751839
258	0.3957007493
259	0.3956181955
260	0.3955129037
261	0.3954638559
262	0.3954078422
263	0.3953586846
264	0.3953073643
265	0.3952537185
266	0.3951486518
267	0.3950969468
268	0.3950496643
269	0.3950060614
270	0.3949621069
271	0.3948786163
272	0.3948395309
273	0.3947400734
274	0.39467208
275	0.39463153
276	0.3945875955
277	0.3945372092
278	0.3944756528
279	0.3944153167
280	0.3942916451
281	0.3942075679
282	0.3941310978
283	0.3940933734
284	0.3940451249
285	0.3940007358
286	0.3939614002
287	0.3938967843
288	0.3938335387
289	0.3937996351
290	0.3937402378
291	0.3936548133
292	0.3935907544
293	0.3935464964
294	0.3934656604
295	0.3933805108
296	0.3933289982
297	0.3932971245
298	0.3932702341
299	0.3932260999
300	0.3931504527
301	0.3931207825
302	0.3930045758
303	0.39296972
304	0.3928734868
305	0.3928067481
306	0.3927179031
307	0.3926837875
308	0.3926449594
309	0.3925702256
310	0.3925271834
311	0.3924551455
312	0.3924077618
313	0.3923781351
314	0.3922947891
315	0.3922473243
316	0.3921906276
317	0.3921341856
318	0.3920868469
319	0.3920268286
320	0.3920026973
321	0.391973192
322	0.3919253074
323	0.3918656795
324	0.3918265461
325	0.3917071424
326	0.3916741383
327	0.3916050805
328	0.3915468224
329	0.3914927378
330	0.391456618
331	0.3913915533
332	0.3913639948
333	0.3912891504
334	0.391251816
335	0.3911483762
336	0.3910965091
337	0.3910397496
338	0.3909906013
339	0.3909413862
340	0.3909065691
341	0.3908718152
342	0.3908243135
343	0.3907467923
344	0.3907167747
345	0.3906528621
346	0.3905557962
347	0.3904932591
348	0.3904526111
349	0.3904280875
350	0.3903590996
351	0.3903233866
352	0.3902824965
353	0.3902573316
354	0.390218188
355	0.3901871152
356	0.3901298411
357	0.3900745953
358	0.3900513356
359	0.390025407
360	0.3899822729
361	0.3899563715
362	0.3899251303
363	0.3898827901
364	0.3898547535
365	0.3898225681
366	0.3897803753
367	0.3897206398
368	0.3896907672
369	0.3896325877
370	0.3895984295
371	0.389538166
372	0.3894848674
373	0.3894669283
374	0.3894434576
375	0.3893997598
376	0.3893562141
377	0.3893261734
378	0.3892650233
379	0.389188806
380	0.3891468087
381	0.3890992548
382	0.3890427486
383	0.3889966249
384	0.3889298874
385	0.3888968611
386	0.3888588031
387	0.3888336581
388	0.3887892034
389	0.3887627854
390	0.3886953861
391	0.3886604843
392	0.3885785142
393	0.38853463
394	0.3885169128
395	0.3884927189
396	0.3884252665
397	0.3883976021
398	0.3883796119
399	0.3883082783
400	0.3882814548
401	0.3882385176
402	0.3882120947
403	0.3881885135
404	0.388164739
405	0.3881318746
406	0.3880693395
407	0.388042848
408	0.3879937792
409	0.3879649065
410	0.3879461866
411	0.3879094235
412	0.3878834924
413	0.3878574615
414	0.3878374876
415	0.3878050137
416	0.3877716223
417	0.3877461778
418	0.3877163887
419	0.3876773067
420	0.3876406462
421	0.3875976983
422	0.3875530077
423	0.3875247162
424	0.3874468859
425	0.3873819305
426	0.3873510561
427	0.3873311118
428	0.3872864408
429	0.3872481449
430	0.3872114822
431	0.387160258
432	0.3871179769
433	0.3870785825
434	0.3870600274
435	0.3870128869
436	0.3869789881
437	0.3869561951
438	0.3869249057
439	0.3868741438
440	0.3868310047
441	0.3867884989
442	0.3867109286
443	0.3866853575
444	0.3866463038
445	0.38662028
446	0.3865933192
447	0.386512431
448	0.3864811272
449	0.3864286868
450	0.3864134736
451	0.3863860927
452	0.3863630982
453	0.3863430293
454	0.3863277733
455	0.3862974049
456	0.386255971
457	0.3862283104
458	0.3862027935
459	0.3861736596
460	0.3861333945
461	0.3861100384
462	0.386073244
463	0.3860281962
464	0.3859853857
465	0.3859582165
466	0.3859118992
467	0.3858650769
468	0.3858525554
469	0.3858064318
470	0.3857561889
471	0.3857203661
472	0.3857022515
473	0.3856344862
474	0.385598324
475	0.3855329645
476	0.3855176689
477	0.3854873705
478	0.3854439265
479	0.3854034835
480	0.3853706279
481	0.3853511845
482	0.3853237519
483	0.3853045232
484	0.3852882931
485	0.3852751305
486	0.3852476297
487	0.3851835651
488	0.3851482304
489	0.3851310454
490	0.3851122358
491	0.3850857863
492	0.3850692228
493	0.3850385359
494	0.3850027591
495	0.3849141542
496	0.3848865488
497	0.3848098648
498	0.3847687824
499	0.3847241071
500	0.3846279662
501	0.3845947747
502	0.384558736
503	0.3845336544
504	0.3845152171
505	0.3844960719
506	0.3844589769
507	0.3844184487
508	0.3843991562
509	0.3843815649
510	0.3843476033
511	0.3843279771
512	0.3842846887
513	0.3842463155
514	0.3842005545
515	0.3841608302
516	0.3841307476
517	0.3841122013
518	0.3840766838
519	0.384067298
520	0.3840466948
521	0.3840057198
522	0.3839772838
523	0.3839543041
524	0.3839033935
525	0.3838842402
526	0.3838642819
527	0.383833937
528	0.3838027441
529	0.383767158
530	0.3837089732
531	0.3836625615
532	0.3836319834
533	0.383599001
534	0.383544333
535	0.3835308146
536	0.3834868254
537	0.3833838498
538	0.3833647557
539	0.383317486
540	0.3832666279
541	0.3832440369
542	0.3832029873
543	0.3831781547
544	0.3831496318
545	0.3831232662
546	0.3830943294
547	0.3830483689
548	0.3830338748
549	0.3829910598
550	0.3829793216
551	0.3829531044
552	0.382905541
553	0.3828609833
554	0.3828278377
555	0.3828061091
556	0.3827817326
557	0.3827694291
558	0.3827492502
559	0.3827145821
560	0.3826779449
561	0.3826622712
562	0.3826481689
563	0.3826034447
564	0.3825413118
565	0.3824730128
566	0.3824332216
567	0.3823829237
568	0.382366339
569	0.3823512131
570	0.3823344516
571	0.382313736
572	0.3822895685
573	0.3822768055
574	0.3822564548
575	0.3822200902
576	0.382189546
577	0.3821621449
578	0.3821471924
579	0.3821070668
580	0.3820887536
581	0.3820248731
582	0.3819850472
583	0.3819597216
584	0.3819177723
585	0.381878195
586	0.3818659178
587	0.3818304827
588	0.3818138732
589	0.3818062431
590	0.3817759095
591	0.381769822
592	0.3817201115
593	0.3816771153
594	0.3816424771
595	0.381610257
596	0.3815912933
597	0.3815712778
598	0.3815576394
599	0.3815301604
600	0.381508716
601	0.3814929656
602	0.3814850434
603	0.3814495656
604	0.3814207262
605	0.3814004698
606	0.3813688947
607	0.3813515545
608	0.3813173091
609	0.3812995372
610	0.381275635
611	0.3812644257
612	0.3811870806
613	0.3811732002
614	0.3811463954
615	0.3811109583
616	0.3810808386
617	0.3810520205
618	0.3810122279
619	0.3809966758
620	0.3809878432
621	0.3809702412
622	0.3809568998
623	0.3809517812
624	0.3809423307
625	0.3809037956
626	0.3808798665
627	0.38085603
628	0.3808275753
629	0.3808171614
630	0.3807971746
631	0.380783998
632	0.3807479068
633	0.380733248
634	0.3807047351
635	0.3806905179
636	0.3806580703
637	0.3806385867
638	0.3806133926
639	0.3806067208
640	0.380551644
641	0.3804872964
642	0.3804427895
643	0.3804088103
644	0.3803844724
645	0.3803629306
646	0.3803544396
647	0.3803379591
648	0.3802991812
649	0.3802867874
650	0.3802598649
651	0.3802372642
652	0.3802238988
653	0.3802102886
654	0.3801938416
655	0.3801883894
656	0.3801756447
657	0.3801466186
658	0.3801299719
659	0.3800843034
660	0.3800812229
661	0.3800557667
662	0.380041193
663	0.380015464
664	0.3799918545
665	0.3799762843
666	0.3799682067
667	0.3799415179
668	0.3798943068
669	0.3798646695
670	0.3798354106
671	0.3798139119
672	0.3798006087
673	0.3797690141
674	0.3797633198
675	0.3797560948
676	0.379721607
677	0.3796958141
678	0.379674826
679	0.3796575916
680	0.3796421163
681	0.3796359804
682	0.379618622
683	0.3796088414
684	0.3795801273
685	0.3795613767
686	0.3795554417
687	0.3795185608
688	0.3795034507
689	0.3794812749
690	0.3794432781
691	0.379422354
692	0.3793940185
693	0.379362805
694	0.3793167915
695	0.3793085665
696	0.3792325675
697	0.3791954702
698	0.379167366
699	0.3791545427
700	0.3791364868
701	0.3791030369
702	0.3790856168
703	0.3790501718
704	0.3789965694
705	0.3789655999
706	0.378950373
707	0.3789285665
708	0.3789007035
709	0.3788874187
710	0.3788663805
711	0.3788526718
712	0.3788019413
713	0.3787718629
714	0.3787537764
715	0.3787349295
716	0.3787276094
717	0.3787206891
718	0.3787070954
719	0.3786677276
720	0.3786639957
721	0.3786013469
722	0.3785909362
723	0.3785753795
724	0.3785640159
725	0.3785432518
726	0.3785254499
727	0.3785004237
728	0.3784657104
729	0.3784576976
730	0.3784447954
731	0.378395432
732	0.3783929277
733	0.3783736507
734	0.3783541192
735	0.378300136
736	0.3782857867
737	0.378272031
738	0.378259586
739	0.3782444446
740	0.3782299353
741	0.3782027726
742	0.3781930215
743	0.3781441109
744	0.3781077814
745	0.3780936465
746	0.3780770769
747	0.3780493592
748	0.3780226989
749	0.3780083819
750	0.3779848957
751	0.3779684819
752	0.3779563602
753	0.3779437919
754	0.377913886
755	0.3779014579
756	0.3778937217
757	0.3778799204
758	0.3778431818
759	0.377835073
760	0.3778161579
761	0.3777848686
762	0.377773854
763	0.3777575798
764	0.3777517054
765	0.3777388776
766	0.3777301731
767	0.377709132
768	0.3776609704
769	0.3776383304
770	0.3776023755
771	0.3775827799
772	0.3775339097
773	0.3775201024
774	0.3775066078
775	0.3774924031
776	0.3774767758
777	0.3774506264
778	0.3774211828
779	0.3773837731
780	0.3773725519
781	0.3773533096
782	0.3773147362
783	0.3772898074
784	0.3772377334
785	0.3772205824
786	0.3772062382
787	0.3771595553
788	0.377137622
789	0.3771264311
790	0.3771100371
791	0.3770695915
792	0.3770407477
793	0.3770347889
794	0.3770022975
795	0.3769954668
796	0.3769714261
797	0.3769465496
798	0.3769301909
799	0.3769204922
800	0.376906826
801	0.3768969873
802	0.3768680524
803	0.3768572652
804	0.3768370676
805	0.3767999751
806	0.3767843091
807	0.3767739345
808	0.3767488136
809	0.3767332043
810	0.3767297504
811	0.3767159128
812	0.3767018072
813	0.3766707171
814	0.3766614484
815	0.3766201715
816	0.3766081222
817	0.376597123
818	0.3765852221
819	0.3765749349
820	0.3765658776
821	0.3765489464
822	0.3765292421
823	0.3765233329
824	0.3765077455
825	0.3765031073
826	0.3764916315
827	0.3764716133
828	0.376444763
829	0.3764301336
830	0.376400135
831	0.3763808158
832	0.3763680723
833	0.3763542815
834	0.3763287545
835	0.3763096439
836	0.376287654
837	0.376284735
838	0.3762720113
839	0.3762328003
840	0.3762215272
841	0.3762079011
842	0.3761780401
843	0.3761659804
844	0.3761543607
845	0.3761459628
846	0.376136992
847	0.376119106
848	0.376078929
849	0.3760540634
850	0.3760509093
851	0.3760455194
852	0.3760292284
853	0.3760184789
854	0.3760133039
855	0.3759953082
856	0.3759756818
857	0.3759646733
858	0.3759571177
859	0.3759387197
860	0.3759270724
861	0.3759098369
862	0.3758780995
863	0.3758687074
864	0.375850867
865	0.3758326182
866	0.3757759046
867	0.3757718855
868	0.3757457059
869	0.3757143833
870	0.3757109854
871	0.3756844212
872	0.3756733763
873	0.3756621926
874	0.3756434543
875	0.3756309788
876	0.3755937632
877	0.3755747934
878	0.3755689135
879	0.3755626449
880	0.3755475334
881	0.3755114982
882	0.3754947719
883	0.3754620521
884	0.375434281
885	0.3754065571
886	0.375400241
887	0.3753837458
888	0.3753721526
889	0.3753582618
890	0.3753373646
891	0.3753277085
892	0.3753190952
893	0.375307973
894	0.3752783658
895	0.3752689694
896	0.3752505235
897	0.3752341692
898	0.3752207953
899	0.3752136777
900	0.3752051141
901	0.3751950859
902	0.3751920066
903	0.3751632242
904	0.3751513751
905	0.3751463524
906	0.3751369774
907	0.3751277243
908	0.3751076614
909	0.3750955964
910	0.3750802531
911	0.375066555
912	0.3750407767
913	0.3750316527
914	0.3750148532
915	0.3749751414
916	0.3749287
917	0.3749131452
918	0.3748661599
919	0.3748522713
920	0.3748402521
921	0.3748244937
922	0.3748108669
923	0.3748021005
924	0.3747975531
925	0.3747803277
926	0.3747658313
927	0.374752988
928	0.3747490467
929	0.3747234247
930	0.3747188689
931	0.3746772572
932	0.3746529331
933	0.3746377254
934	0.3746089042
935	0.3745873899
936	0.3745803243
937	0.3745504621
938	0.3745397665
939	0.3745212508
940	0.3745075188
941	0.3744598245
942	0.3744230246
943	0.3743672643
944	0.3743552058
945	0.374344043
946	0.3743147391
947	0.3742800556
948	0.3742572396
949	0.3742469432
950	0.37423194
951	0.3742017075
952	0.3741883345
953	0.3741375871
954	0.3741136064
955	0.3740968744
956	0.3740893007
957	0.3740748172
958	0.3740587026
959	0.3740389145
960	0.3740202437
961	0.3740100083
962	0.3740039588
963	0.3739931161
964	0.373981301
965	0.3739710555
966	0.3739559952
967	0.3739490599
968	0.3739288326
969	0.3739071638
970	0.3738804413
971	0.3738681788
972	0.3738371126
973	0.3738294674
974	0.3737840379
975	0.3737509359
976	0.3737132776
977	0.3736572891
978	0.3736393248
979	0.3736311707
980	0.3736251007
981	0.373600444
982	0.3735972695
983	0.3735857414
984	0.3735688434
985	0.3735539461
986	0.3734992045
987	0.3734934111
988	0.3734755344
989	0.373446341
990	0.3734299939
991	0.3733792104
992	0.3733750507
993	0.3733608776
994	0.3733206364
995	0.3733074082
996	0.3732914409
997	0.3732795917
998	0.3732421723
999	0.3732318254
