iter	MultiClass
178	2.870759459
179	2.869721203
180	2.867962483
181	2.866923345
182	2.86590855
183	2.864742221
184	2.863643335
185	2.862269798
186	2.861220335
187	2.859813138
188	2.859033114
189	2.858258359
190	2.856988566
191	2.855846902
192	2.85457075
193	2.853504107
194	2.852292359
195	2.851157293
196	2.850249018
197	2.849229365
198	2.848024361
199	2.847315864
200	2.846536579
201	2.845538154
202	2.844435169
203	2.84310066
204	2.842292042
205	2.841327136
206	2.840792038
207	2.840071011
208	2.839010148
209	2.837894954
210	2.836803262
211	2.836127595
212	2.835118311
213	2.83404324
214	2.832815396
215	2.831848926
216	2.830472631
217	2.829599255
218	2.828609852
219	2.82779206
220	2.826796534
221	2.825822224
222	2.825105909
223	2.824236107
224	2.823266462
225	2.822518034
226	2.821746744
227	2.820965964
228	2.82012118
229	2.819496731
230	2.818294108
231	2.817250024
232	2.816662866
233	2.815978049
234	2.814974889
235	2.81401064
236	2.813197905
237	2.81164348
238	2.810840109
239	2.810024798
240	2.808986978
241	2.808359725
242	2.807226917
243	2.806153819
244	2.805061546
245	2.804331788
246	2.802995961
247	2.802187827
248	2.80173277
249	2.800667344
250	2.799877044
251	2.798883734
252	2.797431112
253	2.796520748
254	2.795787687
255	2.795147067
256	2.794266385
257	2.793518337
258	2.792595584
259	2.791963607
260	2.791301069
261	2.790629866
262	2.790070737
263	2.789277204
264	2.7884573
265	2.787097367
266	2.786202442
267	2.785439416
268	2.784553018
269	2.783846996
270	2.783143406
271	2.782461995
272	2.781465335
273	2.780806366
274	2.779306711
275	2.778389775
276	2.777165075
277	2.776221628
278	2.775384056
279	2.774228249
280	2.773144831
281	2.772523038
282	2.771493426
283	2.770281278
284	2.769444764
285	2.768571284
286	2.767831641
287	2.767102833
288	2.766431491
289	2.765403208
290	2.764540583
291	2.763732391
292	2.762785406
293	2.76158551
294	2.760680791
295	2.759735283
296	2.758858131
297	2.757710285
298	2.757188579
299	2.756026396
300	2.755077544
301	2.754112308
302	2.753584685
303	2.752914126
304	2.752221469
305	2.751477228
306	2.750961489
307	2.749993055
308	2.749329063
309	2.748012357
310	2.747081693
311	2.74642627
312	2.745809914
313	2.744782235
314	2.743977861
315	2.742993597
316	2.742320714
317	2.741702481
318	2.741074649
319	2.740299624
320	2.739560442
321	2.738865736
322	2.738376911
323	2.737456546
324	2.736737532
325	2.735794279
326	2.734671956
327	2.733615351
328	2.732596078
329	2.731870522
330	2.731074973
331	2.730486435
332	2.729393838
333	2.728864952
334	2.728295146
335	2.727502729
336	2.72670308
337	2.725825816
338	2.725244214
339	2.724323453
340	2.723558246
341	2.722713576
342	2.721783275
343	2.721270308
344	2.720717062
345	2.719933244
346	2.718881417
347	2.718300436
348	2.717602432
349	2.716903338
350	2.716079195
351	2.715538894
352	2.714837539
353	2.714172975
354	2.713528842
355	2.71300867
356	2.71224532
357	2.711634649
358	2.710633601
359	2.709931341
360	2.709207602
361	2.708059767
362	2.707376727
363	2.706691062
364	2.705931149
365	2.705318427
366	2.704733242
367	2.704037723
368	2.703345789
369	2.702265439
370	2.701465328
371	2.700827126
372	2.70027379
373	2.699337503
374	2.698726727
375	2.69775983
376	2.696802081
377	2.696236229
378	2.695627493
379	2.69483445
380	2.693942702
381	2.693341988
382	2.692566945
383	2.691833456
384	2.691278663
385	2.69076439
386	2.690203178
387	2.689359379
388	2.688660309
389	2.688152473
390	2.687389423
391	2.686629248
392	2.685936719
393	2.685391007
394	2.684640899
395	2.684072206
396	2.683528338
397	2.682951487
398	2.682296445
399	2.681551997
400	2.680890106
401	2.680283433
402	2.679652016
403	2.679050577
404	2.678292033
405	2.677685323
406	2.676807229
407	2.676150177
408	2.675475445
409	2.674549899
410	2.673701907
411	2.67299801
412	2.672450868
413	2.67186853
414	2.67128152
415	2.670742899
416	2.670251653
417	2.669670414
418	2.669008545
419	2.6682803
420	2.66760176
421	2.666715954
422	2.666007287
423	2.665504208
424	2.664621372
425	2.663742275
426	2.662965978
427	2.661912505
428	2.661051934
429	2.660342527
430	2.659677194
431	2.65917287
432	2.658295614
433	2.657370945
434	2.656630102
435	2.655712998
436	2.654948805
437	2.654418306
438	2.653581517
439	2.652834927
440	2.652159695
441	2.651533955
442	2.650992737
443	2.650351593
444	2.649739465
445	2.649248469
446	2.64869229
447	2.647817818
448	2.647299834
449	2.646788732
450	2.646327279
451	2.64584672
452	2.645352033
453	2.644688157
454	2.644119699
455	2.64362278
456	2.643143751
457	2.642614014
458	2.642094368
459	2.641366046
460	2.64060784
461	2.640070554
462	2.639655194
463	2.638961076
464	2.638171615
465	2.637448097
466	2.636814974
467	2.636128536
468	2.635579626
469	2.634841538
470	2.634344577
471	2.633894427
472	2.633262012
473	2.632759164
474	2.632209775
475	2.631791426
476	2.631103425
477	2.63058253
478	2.62993999
479	2.629420212
480	2.62877019
481	2.628206451
482	2.627504213
483	2.626763304
484	2.626330068
485	2.625864865
486	2.625448157
487	2.624929917
488	2.62436717
489	2.623713558
490	2.622975995
491	2.622467016
492	2.621911179
493	2.621278385
494	2.620826795
495	2.620333552
496	2.61960077
497	2.618807078
498	2.618095175
499	2.61741058
500	2.616669673
501	2.616201829
502	2.615583996
503	2.614847963
504	2.614486586
505	2.613794405
506	2.613343303
507	2.61282982
508	2.612314641
509	2.611512341
510	2.610959687
511	2.610456183
512	2.609787815
513	2.609118778
514	2.60843106
515	2.607951755
516	2.60745137
517	2.606864301
518	2.606311146
519	2.605727234
520	2.605316013
521	2.604868518
522	2.604271109
523	2.603750126
524	2.603087192
525	2.602692209
526	2.602065259
527	2.60160845
528	2.600958312
529	2.600446632
530	2.600057678
531	2.599436466
532	2.598918778
533	2.598250894
534	2.597613753
535	2.596863182
536	2.596238887
537	2.595683273
538	2.595126228
539	2.59447181
540	2.59390312
541	2.593217394
542	2.592793988
543	2.592388527
544	2.591574929
545	2.590927711
546	2.590231363
547	2.589706721
548	2.589076132
549	2.58843365
550	2.587924761
551	2.587233907
552	2.586525837
553	2.586002937
554	2.585420719
555	2.585004296
556	2.584586715
557	2.584052773
558	2.58356949
559	2.583007482
560	2.582607141
561	2.581863342
562	2.581208721
563	2.5806424
564	2.579922086
565	2.579433889
566	2.578731755
567	2.578203083
568	2.577783357
569	2.57742601
570	2.576863446
571	2.576469654
572	2.575883712
573	2.575402137
574	2.574982599
575	2.574524182
576	2.573908187
577	2.573394177
578	2.572770698
579	2.572120653
580	2.571598632
581	2.571175021
582	2.570754706
583	2.570116131
584	2.569636973
585	2.569066106
586	2.56840137
587	2.567849031
588	2.567460112
589	2.567014361
590	2.566473773
591	2.565879882
592	2.565269483
593	2.564887558
594	2.564504322
595	2.564040802
596	2.563413036
597	2.562930917
598	2.562452972
599	2.561914867
600	2.561327717
601	2.560789488
602	2.560280953
603	2.559742603
604	2.55930685
605	2.558837037
606	2.558389488
607	2.557990463
608	2.557454931
609	2.556931418
610	2.556355917
611	2.555754475
612	2.555349266
613	2.554922412
614	2.554366258
615	2.553769004
616	2.553264752
617	2.552869972
618	2.552507614
619	2.551959663
620	2.551557568
621	2.55108501
622	2.550644291
623	2.550242827
624	2.549855261
625	2.549393833
626	2.548892481
627	2.548476143
628	2.547995454
629	2.54747112
630	2.547096792
631	2.546661115
632	2.546096507
633	2.545697294
634	2.545336099
635	2.544920161
636	2.544360552
637	2.544023892
638	2.543464353
639	2.542938126
640	2.542348284
641	2.541752998
642	2.541269842
643	2.540725517
644	2.540300919
645	2.539754233
646	2.539230433
647	2.538724208
648	2.538383743
649	2.537832008
650	2.537316177
651	2.536775651
652	2.536379392
653	2.535833222
654	2.535445854
655	2.534905671
656	2.534433446
657	2.53392021
658	2.533526011
659	2.533171455
660	2.532781319
661	2.532267539
662	2.531734353
663	2.531378603
664	2.530992753
665	2.530659339
666	2.530104539
667	2.52958753
668	2.529221585
669	2.528713456
670	2.528244017
671	2.527926966
672	2.527401167
673	2.526926417
674	2.526519655
675	2.525972075
676	2.525448756
677	2.524998026
678	2.524540577
679	2.524087438
680	2.523574801
681	2.523101351
682	2.522807793
683	2.522331398
684	2.521809128
685	2.521399712
686	2.520888106
687	2.52058541
688	2.520060107
689	2.519614968
690	2.519156721
691	2.518683683
692	2.518130926
693	2.517666999
694	2.517103892
695	2.516702574
696	2.516300569
697	2.515892661
698	2.515434731
699	2.515009444
700	2.514607205
701	2.514269644
702	2.51373229
703	2.513349198
704	2.512944199
705	2.512506307
706	2.512166934
707	2.511593145
708	2.511032831
709	2.510609943
710	2.510182024
711	2.509676311
712	2.50931597
713	2.508808454
714	2.50828079
715	2.507918648
716	2.507483275
717	2.507127154
718	2.506584966
719	2.506104011
720	2.505611864
721	2.505167194
722	2.50487302
723	2.504550927
724	2.504269251
725	2.503780401
726	2.503475297
727	2.503048871
728	2.502681478
729	2.502332715
730	2.501873304
731	2.501546533
732	2.501227258
733	2.500878138
734	2.500435281
735	2.499979412
736	2.499477898
737	2.499089272
738	2.498807564
739	2.498435369
740	2.497924567
741	2.497475896
742	2.497167541
743	2.496849708
744	2.496393154
745	2.496000599
746	2.495546912
747	2.495149455
748	2.494762177
749	2.494410337
750	2.493986487
751	2.49362785
752	2.493367534
753	2.493057345
754	2.492600806
755	2.492178888
756	2.491815798
757	2.49132885
758	2.490931296
759	2.490478668
760	2.49014397
761	2.489694755
762	2.48928962
763	2.488835224
764	2.488407871
765	2.487901958
766	2.487498933
767	2.48709766
768	2.48666799
769	2.486373268
770	2.486113147
771	2.485726787
772	2.485344066
773	2.48492229
774	2.48447471
775	2.483974879
776	2.483625961
777	2.483255666
778	2.482946771
779	2.482532021
780	2.482197296
781	2.481775301
782	2.481400497
783	2.480977375
784	2.480552521
785	2.480109205
786	2.479719443
787	2.479301429
788	2.478792173
789	2.478418463
790	2.478065431
791	2.477681215
792	2.477277916
793	2.476894151
794	2.476542258
795	2.476063981
796	2.475692292
797	2.475302345
798	2.474965413
799	2.474533535
800	2.474174551
801	2.473743017
802	2.473357864
803	2.472944316
804	2.472581753
805	2.472200133
806	2.471831972
807	2.471407723
808	2.471086831
809	2.470759701
810	2.470278019
811	2.469886773
812	2.469497102
813	2.469154979
814	2.468660571
815	2.46826032
816	2.467863937
817	2.467567927
818	2.467152586
819	2.466807937
820	2.466479487
821	2.466116564
822	2.465794241
823	2.465415522
824	2.46511618
825	2.464797647
826	2.464395016
827	2.464054139
828	2.463732972
829	2.463320028
830	2.46291984
831	2.462544724
832	2.46218892
833	2.461831757
834	2.461423078
835	2.461070399
836	2.460774182
837	2.460343635
838	2.460038485
839	2.459625628
840	2.459261648
841	2.458953493
842	2.458538541
843	2.458183594
844	2.457879778
845	2.457523693
846	2.457088243
847	2.456759654
848	2.456422543
849	2.456081903
850	2.455761437
851	2.455394328
852	2.455028665
853	2.454639862
854	2.454251502
855	2.453878823
856	2.453528093
857	2.453258476
858	2.452938146
859	2.452657757
860	2.452283864
861	2.451937274
862	2.451583119
863	2.451246994
864	2.450880801
865	2.450539953
866	2.450158848
867	2.449806183
868	2.449498141
869	2.449112948
870	2.448750455
871	2.448362681
872	2.447986581
873	2.447648351
874	2.447280579
875	2.446917246
876	2.44658609
877	2.44622093
878	2.445866809
879	2.445633586
880	2.44534436
881	2.445055427
882	2.444671349
883	2.444416922
884	2.444008976
885	2.443634882
886	2.443275212
887	2.442879709
888	2.442564979
889	2.442197006
890	2.441888653
891	2.441573617
892	2.441266046
893	2.440848508
894	2.440540099
895	2.440186136
896	2.439819817
897	2.439495415
898	2.43914442
899	2.438806742
900	2.438418479
901	2.43803995
902	2.437708614
903	2.437288038
904	2.437000517
905	2.436646462
906	2.436315714
907	2.4359349
908	2.435638101
909	2.435336877
910	2.435005909
911	2.434626296
912	2.434312733
913	2.434011514
914	2.433705162
915	2.433346103
916	2.432939037
917	2.432629923
918	2.432370153
919	2.432028804
920	2.431720702
921	2.431413258
922	2.431105424
923	2.430818167
924	2.430498411
925	2.430235566
926	2.429937092
927	2.429603934
928	2.429357154
929	2.429067813
930	2.428757296
931	2.428499301
932	2.428175094
933	2.427823353
934	2.427508219
935	2.427191397
936	2.42684477
937	2.426578602
938	2.426203443
939	2.425903845
940	2.425605826
941	2.425315435
942	2.424978829
943	2.424648687
944	2.424299558
945	2.423979165
946	2.423673207
947	2.423408934
948	2.423143252
949	2.422781303
950	2.422542374
951	2.422303209
952	2.421972653
953	2.421686014
954	2.421367167
955	2.421093205
956	2.420815738
957	2.420544751
958	2.420229844
959	2.419931651
960	2.41956067
961	2.41925164
962	2.418905596
963	2.418552012
964	2.418249113
965	2.417959292
966	2.417659762
967	2.417336944
968	2.417053831
969	2.416752068
970	2.416462805
971	2.416219434
972	2.415944226
973	2.415648525
974	2.415361269
975	2.415082564
976	2.414788542
977	2.414534512
978	2.414263811
979	2.413984887
980	2.413649092
981	2.413370826
982	2.413073866
983	2.412761187
984	2.412399052
985	2.412091069
986	2.411771357
987	2.41145955
988	2.411189518
989	2.410926477
990	2.410648407
991	2.410429554
992	2.410191586
993	2.409918549
994	2.409667163
995	2.409329572
996	2.409027813
997	2.408723544
998	2.408442119
999	2.408152784
